title,author,genre,specific_genre,content,source,likes,comments
Vội Vàng,Binh Tran,lục bát,,"Vội vàng chỉ lắm em ơi<
>Để anh thương nhớ một đời khó quên<
>Nhớ hoài nhớ mãi cái tên<
>Người thương năm ấy làng bên xa rồi<
>Người về bên ấy xa xôi<
>Ra quân xuất ngũ đơn côi một mình<
>Tôi miền khói lửa điêu linh<
>Bụi vương áo lính chiến chinh một thời<
>Ngày về gặp cảnh chia phôi<
>Tình xưa nghĩa cũ xa rồi còn đâu<
>Anh ôm thương nhớ nỗi sầu<
>Làm sao quên được tình đầu khó phai<
>Thương hoài nhớ mãi một ai<
>Người thường năm cũ đan cài ước mơ<
>Một thơi son trẻ dại khờ<
>Yêu nhau thuở ấy câu thơ chưa tròn<
>Bao năm thương nhớ mỏi mòn<
>Chiều nay gặp lại ta còn gì đâu<
>Còn gì ta để cho nhau<
>Chiều nghiêng bóng đổ bạc màu tóc phai....",https://www.facebook.com/groups/486407735098594/,2,0
Em cứ sống HƯ đi,Hiền Nguyễn,bảy chữ,,"Anh từng nói hãy cứ HƯ em nhé,<
>Sống cho mình đừng lặng lẽ hi sinh.<
>Cuộc sống này quá nhiều thứ linh tinh,<
>Làm sao biết ai vì mình mà lựa.<
>Em cứ HƯ những gì còn chất chứa,<
>Đừng đau buồn giữ lời hứa đoan trang.<
>Sống hiên ngang chẳng cần quá dịu dàng,<
>Hãy vươn lên và đàng hoàng bước tiếp.<
>Là đàn bà em gắn mình chữ THIẾP,<
>Đó xưa rồi nay CHÀNG cũng như nhau.<
>Bình đẳng mà sao em phải chịu đau,<
>Cho phai má và nhạt màu môi mắt.<
>Em cứ HƯ đừng khép lòng bó chặt,<
>Sống an nhiên cho nước mắt đừng rơi.<
>Vui hát ca du lịch khắp mọi nơi,<
>Cùng bè bạn cho yêu đời em nhé.<
>Hãy vô tư đừng âm thầm lặng lẽ,<
>Cứ trải lòng và mạnh mẽ yêu đi.<
>Cuộc đời này cũng chẳng có mấy khi,<
>Nếu có thể cứ làm gì em muốn.<
>Tình yêu thương chưa khi nào là muộn,<
>Đừng vội vàng để tóc nhuốm màu mây.<
>Li hôn rồi em phải sống thật hay,<
>Cho bù lại những tháng ngày đổ vỡ.<
>Em cứ YÊU cho con tim nức nở,<
>Cho môi cười thêm rạng rỡ mi cong.<
>Đời của em sao cứ phải lòng vòng,<
>Sống cho mình chớ đẹp lòng người khác.<
>Em cứ HƯ chớ ngại gì đen bạc,<
>Ai nói gì cũng cứ gác phía sau.<
>Đừng âm thầm chịu đựng để lòng đau,<
>Hãy yêu thương và cho nhau tươi mới.<
>Đàn bà HƯ nhưng em chẳng ham chơi,<
>Chẳng lả lơi buông những lời cay độc,<
>Đàn bà HƯ chỉ là em dám sống,<
>Dám một mình nuôi hi vọng tương lai.<
>Đàn bà HƯ em cũng chẳng than dài,<
>Chẳng khổ đau hay vì ai mà lụy,<
>Đàn bà HƯ em lắng lo suy nghĩ,<
>Sống chân thành không ủy mị buồn thương.<
>Đàn bà HƯ mình em bước trên đường,<
>Vững đôi chân xây dựng tương lai mới,<
>Chẳng vì ai mà đứng ngồi chờ đợi,<
>Rũ bụi đường em phơi phới thanh xuân.<
>Đàn bà HƯ em chẳng phải phân trần,<
>Li hôn xong chẳng tần ngần tiếc nuối,<
>Dù trắng tay với khó khăn đang đợi<
>Vẫn sẵn sàng cuộc sống mới sang trang.<
>Nói em HƯ em cũng chẳng ngó ngàng,<
>Chẳng bận tâm cứ đàng hoàng mà sống,<
>Ai trách chê hay ai cười trào lộng,<
>Chẳng phải buồn cứ sống với EM HƯ.",https://www.facebook.com/groups/486407735098594/,7,11
"Thơ về sông của Tạ Thăng Hùng, bài 2",Tạ Thăng Hùng,bảy chữ,,"Thơ về sông Hồng<
>Sao ta nhớ về sông Hồng thế nhỉ<
>Hà nội ơi con sóng vỗ rì rào<
>Sông chở phù sa lấp lánh tự khi nào<
>Đã bồi đắp cho mùa màng bờ bãi.<
>Gió sông Hồng âm thầm thổi mãi<
>Ru lòng người mong những ước mơ xa<
>Sông chở đoàn quân về giải phóng năm xưa<
>Tiến vào thủ đô, năm cửa ô vẫy gọi.<
>Cầu nhộn nhịp, lung linh trong nắng mới<
>Bóng nghiêng soi rạo rực nước sông Hồng<
>Sóng dạt dào năm tháng mãi chờ mong<
>Thuyền ai đó mau xuôi về Hà nội.<
>Đoàn tàu chạy qua cầu người đứng đợi<
>Nhắn gửi bao lời mong nhớ yêu thương<
>Để người đi năm tháng mãi vấn vương<
>Nhớ buổi hẹn hò qua cầu gió thổi.<
>Cùng nhau ngắm đôi bờ sông bối rối<
>Tay đan tay nghe phố nói thầm thì<
>Cả bốn mùa sóng hát đợi người đi<
>Dưới trăng sáng xanh xanh trời Hà nội.<
>Con đê nhỏ theo sông dài chảy mãi<
>Bồi hồi mùa nước lũ trào dâng<
>Những chuyến tàu chở năm tháng bâng khuâng<
>Chở mơ ước với nồng nàn Hà nội.<
>Sông Hồng đó những mùa hè vời vợi<
>Ve râm ran, phượng đỏ dọc đôi bờ<
>Sông bồi hồi chở đến những vần thơ<
>Vào lớp học làm bài thi em viết...",https://www.facebook.com/groups/486407735098594/,1,1
Ghét em,Nghĩa Võ,bảy chữ,,"Tôi ghét em lắm, em biết không<
>Như hạ ghét mưa – Thu ghét Đông<
>Thế giới muôn người muôn ngàn lối<
>Nẻo ghét khó đi, lại một lòng",https://www.facebook.com/groups/486407735098594/,4,1
Vẫn,Lang Truong Pham,lục bát,,"Vẫn lòng thương nhớ em ơi!<
>Vẫn là sáng đứng, chiều ngồi không yên.<
>Tình nào vẫn đó vẹn nguyên<
>Mà sao hai chữ tơ duyên lỡ làng?<
>Cách nhau mấy nẻo quan san.<
>Đường xa vạn dặm, muôn vàn trở ngăn.<
>Hồn như bãi đất khô cằn<
>Khát cơn mưa hạ-ái ân đổ về.<
>Thời gian một chuỗi lê thê!<
>Mộng truy tìm mộng…, nối thề hẹn xưa.<
>Ướt đầm tuyết lạnh, sương, mưa.<
>Ngày qua tháng lại bốn mùa thẩn thơ!<
>Vì yêu nên cố giả vờ…<
>Rằng mình cũng biết ơ thờ, dửng dưng!<
>Tim khan cổ gọi không ngừng…<
>Gặp nhau giữa cõi lưng chừng ảo hư.<
>Cộm dày đọng giữa tâm tư<
>Là niềm khắc khoải, âm từ, tiếng yêu.<
>Lòng ơi! Nói ít thương nhiều!<
>Đã yêu-biết nói bao nhiêu mới vừa?<
>Phạm Lăng Trường",https://www.facebook.com/groups/486407735098594/,3,0
Tình Quê,Nghĩa Võ,lục bát,,"Chim sa về tổ, cá vào hang<
>Một dải đồng son lúa ngã vàng<
>Khăn rằn thắm đượm màu sương khói<
>Len lỏi ghé thăm mái ngôi làng<
>Áng mây xuôi dòng nước liêu xiêu<
>Cần mẫn đồng sâu bóng cò chiều<
>Ríu rít âm vang Hương gió Nội<
>Mang về một thuở mới biết yêu<
>–VTN–<
>Quê vẫn ở đó chờ đón Những Người Con xa xứ quay trở về.",https://www.facebook.com/groups/486407735098594/,0,0
# ===Nghèo===,Đan Trang Dũng,bảy chữ,,"# Mình là thành viên cũ<
># Thân mến chào cả nhà<
># Xin được tự giới thiệu<
># Tên thật đặng dũng nha<
># Số là không may mắn<
># Bốn sáu năm nay rồi<
># Chân thì chẳng đi được<
># Toàn dùng xe lăn thôi<
># Ừ thì em vẫn ngồi<
># Tay chân teo bé tẹo<
># Nhưng cái kia chẳng héo<
># Hoạt động rất bình thường<
># Bữa trước nhìn uyên ương<
># Tập thể dục trên mạng<
># Chẳng biết là buổi sáng<
># Hay hoàng hôn xế chiều<
># Xem vi deo nêu nêu<
># Tự dưng thèm giỏ dãi<
># Ghép hình cũng thấy ngại<
># Bỡi em vẫn trắng trong.<
>Đan Trang Dũng-13-5-2026",https://www.facebook.com/groups/486407735098594/,5,1
Thơ về sông của Tạ Thăng Hùng: bài 1,Tạ Thăng Hùng,bảy chữ,,"Chiều sông Lô<
>Chiều Sông Lô anh đi tìm em<
>Hỡi cô gái dịu dàng thơm mái tóc<
>Có má lúm đồng tiền cười duyên dáng<
>Đôi mắt hiền như đôi mắt mùa thu.<
>Em ơi em, em có thấy lời ru<
>Sông hát đấy lao xao bờ sóng vỗ<
>Chiều xanh mát trong lành như nỗi nhớ<
>Chảy về xuôi qua Phú Thọ, Hà Giang.<
>Chảy thiết tha qua bao phố, bao làng<
>Bao núi biếc, rừng xanh, đồng lúa hát<
>Qua mưa nắng sông gieo ngàn điệu nhạc<
>Nghe ngọt ngào như khúc hát quê em.<
>Sông Lô chiều gió mát thổi dịu êm<
>Chỉ khác với lòng anh cồn cào nỗi nhớ<
>Nên mong ước mình nhanh như ngọn gió<
>Đến bên em trút bỏ mọi u buồn.<
>Anh vội vàng theo nắng xuống chiều buông<
>Theo gió hát hàng cây xanh chỉ lối<
>Theo tiếng sóng nhuộm ráng chiều vời vợi<
>Theo tiếng lòng mình anh đi tìm em.<
>Dưới trời xanh màu sông nước thân quen<
>Bao kỷ niệm ngọt ngào thời vụng dại<
>Theo nhịp hát con tàu ta hát mãi<
>Tim reo vang thôi thúc gọi ta về.<
>Chiều sông Lô tha thiết hồn quê<
>“Anh tìm em như tìm về hạnh phúc”<
>Lòng anh đó rộn ràng bao cảm xúc<
>Những thật thà em có nhận ra không?<
>Anh đi qua chỗ hẹn cuối dòng sông<
>Con đò nhỏ đâu rồi trên bến đợi<
>Khi người khách cuối ngày dòng Lô tới<
>Trời đã buông chiều tím bến sông rồi.<
>Anh vẫn tìm em, tìm mãi giữa đời<
>Sao im lặng không một lời đáp lại<
>Vẫn là bản tình ca lưu luyến mãi<
>Có lẻ nào cung bậc khác ngày xưa.<
>Mưa vẫn là cơn mưa<
>Nắng vẫn là màu nắng<
>Sông Lô chiều vẫn hát<
>Sao lòng anh chơi vơi...<
>Chiều mênh mang nhè nhẹ nước mây trôi<
>Bông hoa đỏ cuối mùa rơi trong gió<
>Mặt trời lặn vào câu thơ dang dở<
>Anh lặn vào nỗi nhớ để tìm em.<
>Chiều qua rồi sông lại đẩy trăng lên<
>Trăng như thể vì anh mà trăng sáng<
>Sông như thể vì anh mà lấp lánh<
>Mà rưng rưng bên lở lở bên bồi.<
>Bao phù sa hạt nặng chở sông ơi<
>Chở thương nhớ sáng ngời đêm dát bạc<
>Sông Lô hỡi ngàn vạn lần khao khát<
>Cho anh làm con sóng hát tìm em...",https://www.facebook.com/groups/486407735098594/,1,1
Hạ,Nghĩa Võ,lục bát,,"Lấm tấm vệt nắng như mời gọi<
>Cơn mưa đầu mùa cuối tháng 3<
>Khẽ khàng nâng niu bờ vai nhỏ<
>Ướt đẫm thời xuân mảnh ngọc ngà<
>Bỏ ngỏ đôi lời người nào biết<
>Đã có tiếng lòng rách tã tơi<
>Ô giấy trao tay chưa từng tiếc<
>Vậy mà thương nhớ mãi trên môi<
>–VTN–<
>Có lẽ là tình đầu ướt át mà mỗi lần hạ về lại rỉ rã bên tay Những lời chưa nói.",https://www.facebook.com/groups/486407735098594/,1,0
Nụ Hôn Bình Yên,Francis Le,lục bát,,"Chiếc váy trắng trôi như mây nhẹ<
>Quấn quanh giấc mộng rất dịu dàng<
>Đôi tay em ôm anh thật chặt<
>Như sợ tình tan giữa mênh mang<
>Từ ánh mắt cho đến nhịp thở<
>Đều hóa thành bản nhạc tình yêu<
>Không cần nói thêm điều chi nữa<
>Vì trái tim đã hiểu thật nhiều<
>Nếu có kiếp sau anh vẫn muốn<
>Cùng em chìm giữa biển yêu này<
>Dẫu ngoài kia đời nhiều giông tố<
>Mình còn nhau là đủ tháng ngày<
>Ta hôn nhau dưới làn nước biếc<
>Nghe yêu thương tan giữa tim mềm<
>Dẫu mai năm tháng còn xuôi ngược<
>Anh vẫn tìm về phía môi em<
>Trong đại dương của tình yêu ấy<
>Có hai người quên cả thế gian<
>Một nụ hôn thôi mà như thể<
>Đã yêu nhau từ rất vô vàn…<
>Thơ Nhạc Lê Minh Thuận",https://www.facebook.com/groups/486407735098594/,12,0
Nhớ Tháng Tư,Hà Văn Vinh,bảy chữ,,"Tháng tư về khi Xuân chưa nỡ tàn<
>Cơn mưa bất chợt trên phố vội vạ<
>Thoáng chút heo may nàng Bân thử áo<
>Ong kiếm hoa hút mật ngọt cho đời.<
>Chuyện tình buồn mang theo giọt lệ rơi.<
>Nụ phượng hồng và bầu trời nhuộm nắng<
>Ta lại nhớ thời bảng đen phấn trắng<
>Tháng tư về mang nỗi nhớ chơi vơi<
>Góc phố dịu dàng trong mắt ngây Thơ<
>Sóng bước bên em thấy lòng hối hả<
>Nút chạm vô tình sao mà rất lạ<
>Mở trang giấy trắng anh viết vần thơ<
>Khi tan trường đứng cửa lớp đợi chờ<
>Dúi cho em lời bài thơ viết vội<
>Trên trang giấy trắng thay lời muốn nói<
>Trái tim này anh dành trọn cho em<
>Dưới gốc phượng già em mở ra xem<
>Chim trong vườn líu lo đua nhau hót<
>Má em hồng, đôi mắt em bối rối<
>Tháng tư về làm nỗi nhớ chơi vơi.<
>Thơ Hà Văn Vinh",https://www.facebook.com/groups/486407735098594/,2,1
Buồn Biết Đặt Tên,Thuyền Thu,bảy chữ,,"Thơ Sa Chi Lệ<
>Diễn ngâm Thuyền Thu<
>Khi nỗi buồn biết đặt tên định mệnh<
>Thì em xa rồi khuất bóng ven mây<
>Cơn sóng vỗ vào hồn khuya mắt đỏ<
>Lạc bước về gõ nhịp phố trăng say<
>Khi kỷ niệm chen nhau trong giấc ngủ<
>Men chiêm bao thức trắng nở hoa đời<
>Thắp trong tim con đường tràn mộng mị<
>Em kiêu sa buông tóc rối chân trời<
>Từ lúc nào hoa tuyết đọng như sương<
>Mãi thấy hơi em quyến rủ lạ thường<
>Áo em mỏng đùa gió đông quấn chặt<
>Chợt mưa tình phủ ấm tuổi vàng phai<
>Làm sao biết tình yêu là mật đắng<
>Khi tình đời bỗng gió ngược buồn nhau<
>Trách chi em ơi hay bàn tay trắng<
>Bám víu vách đời không có trăng sao<
>Đừng gọi tên nhau nghe như xa lạ<
>Khi nỗi buồn cũng biết đặt tên<
>Anh sẽ gọi em con đường tình sử<
>Biêt đâu kiếp nào ta lại hữu duyên…",https://www.facebook.com/groups/486407735098594/,0,0
Con Đường Em Đi,Hiền Nguyễn,bảy chữ,,"Một con đường đôi bên đầy hoa lá,<
>Em vô tình xa lạ giữa không gian,<
>Bước chân em nghe mỏi mệt vô vàn,<
>Anh vẫn thấy con tim tràn nhựa sống.<
>Thanh xuân qua em hãy nuôi hy vọng,<
>Đến một ngày mọi sự sẽ sáng trong,<
>Em xinh tươi giống như một đóa hồng,<
>Tỏa hương thơm giữa khoảng không ngào ngạt.<
>Cuộc đời này em giống như khúc hát,<
>Lúc thăng trầm lúc dào dạt hoan ca,<
>Hết đau buồn sẽ rạng rỡ muôn hoa,<
>Cho em vui bước chân xa không mỏi.<
>Con đường này còn quá nhiều ngõ tối,<
>Em chẳng cần phải bước vội cho qua,<
>Hãy vững vàng và nhìn dõi thật xa,<
>Phía cuối kia là chói lòa ánh sáng.<
>Em hãy tin bởi bình minh lóe rạng,<
>Hai bên đường lai láng lá hoa tươi,<
>Níu chân em thêm vui bước trên đời,<
>Em thảnh thơi thả hồn vui em nhé.<
>Anh mong em luôn là người mạnh mẽ,<
>Niềm tin yêu và sức khỏe vô biên,<
>Con tim em hãy nuôi chí cho bền,<
>Đường em đi là làm nên tất cả.",https://www.facebook.com/groups/486407735098594/,19,10
Giật Mình...!,Tím Bằng Lăng,bảy chữ,,"En giật mình,hoa phượng đã chín chưa<
>Sao cái lạnh, vẫn như vừa chợt ghé<
>Nắng tròn xoe, du môi em thật nhẹ<
>Ồ tháng năm, đã khe khẽ cựa mình<
>Nắng đầu mùa, em thấy hạ lung linh<
>Đang nũng nịu, nét tươi xinh phím lá<
>Anh có thấy, đất trời đang vào hạ<
>Hình như là, nắng đang dỗi anh ơi?!<
>Gió nhẹ nhàng, khẽ mơn trớn làn môi<
>Nắng nhẹ nhàng, hôn lên làn tóc rối<
>Nghe không anh, tháng năm về như bội<
>Bao yêu thương, nhung nhớ chợt ùa về./.",https://www.facebook.com/groups/486407735098594/,10,5
Chiều sông Lam,Tạ Thăng Hùng,năm chữ,,"Chiều sông Lam em tiễn đưa anh<
>Ngày đầu vào bộ đội<
>Chiều bên nhau rì rào gió thổi<
>Tóc thơm bay hương bưởi ngọt ngào.<
>Sông có biết vì sao<
>Mà bồi hồi đến thế<
>Những buồn vui như thể<
>Khúc nhạc tình chơi vơi.<
>Sông Lam dịu dàng trôi<
>Như bàn tay vẫy gọi<
>Chiều bên nhau bối rối<
>Anh nắm bàn tay em...<
>Gió mùa xuân dịu êm<
>Câu ví giận thương ai vừa mới hát<
>Nghe đôi bờ dào dạt<
>Ru cuộc đời bao khúc hát quê hương.<
>Anh đi lòng nhớ thương<
>Thôi về đi em nhé<
>Ta thương nhau như dòng Lam thương quê mẹ<
>Chở phù sa mơ ước những mùa vàng.<
>Sông Lam chiều xuân sang<
>Hẹn ngày anh trở lại<
>Tóc thơm mùi con gái<
>Hương bưởi ngọt ngào theo mãi bước anh đi...",https://www.facebook.com/groups/486407735098594/,2,0
Chém Duyên,Danh Lợi,lục bát,,"Răng anh đã sứt ít nhiều<
>Nhưng khiếm khuyết ấy vẫn siêu lòng người<
>Ai cười thì mặc ai cười<
>Chắc anh vẫn được gần mười phải không<
>Nếu mà se chỉ tơ hồng<
>Thì anh xin phép được xông vào liền<
>Tính anh hay nói tự nhiên<
>Tuổi này đánh võng chỉ phiền thêm thôi<
>Anh đây không phải người tồi<
>Cũng chẳng tốt lắm nhưng khôi hài nhiều<
>Cũng tạm biết cách để yêu<
>Nay nhường mai nhịn biết chiều đấy nha<
>Chín tám phần trăm thật thà<
>Chút xíu nói rối la cà rượu bia<
>Thế nhưng ổ khóa một chìa<
>Em yên tâm nhé sẻ chia vui buồn<
>Nhiều tuổi cầm bút vẫn buôn<
>Lật trang liên tục chẳng chuồn đi đâu<
>Nói chung thuộc tốp hàng đầu<
>Chỉ cần vẩy nhẹ ra câu thơ tình<
>Vui vẻ mỗi sáng bình minh<
>Đón tia nắng mới đổi hình nền ngay<
>Tuy xấu nhưng lại hăng say<
>Vẫn mang cảm xúc tháng ngày yêu thương<
>DANH LỢI",https://www.facebook.com/groups/486407735098594/,5,2
Thôi Đành,Phạm Thượng Hiền,lục bát,,"Còn đâu mà ngóng với mơ<
>Còn đâu mà đợi mà chờ nữa đây<
>Buộc buông say tỉnh, tỉnh say<
>Duyên tình như chén rượu đầy dẩn vơi<
>Câu thương ai nỡ đánh rơi<
>Để cho câu nhớ lả lơi chòng chành<
>Ngỡ rằng duyên thắm trầu xanh<
>Ngỡ rằng Loan Phượng Yến Oanh dập dìu<
>Giờ đây sông cạn đò chiều<
>Song thưa bóng chiếc cánh diều đứt dây<
>Người về bên ấy có hay<
>Thôi đành bến cạn đò nay gác chèo<
>Mai ngày lỡ có gặp nhau<
>Như người dưng… đợi chuyến sau sang đò!<
>Phạm Thượng Hiền",https://www.facebook.com/groups/486407735098594/,6,0
Này Nỗi Nhớ,Dương Hồ Xuân Sơn,tám chữ,,"Này nỗi nhớ! xin đừng theo ta nữa<
>Ta với người không nần nợ gì nhau<
>Từ thuở nào, người chẳng nói nửa câu<
>Mãi đeo bám... đi sâu vào tâm trí<
>Đi đâu xa! là ta hoài mộng mị<
>Nhớ Mẹ cha, ta nhớ đến gia đình<
>Nhớ những người mà ta gọi Thân Sinh<
>Nuôi ta lớn... định hình nơi trần thế<
>Này nỗi nhớ! làm sao là có thể<
>Đi đâu xa, là ta nhớ quê mình<
>Làng quê nghèo có những lũy tre xanh<
>Từng gắn bó... từng đồng hành một thuở<
>Khi lớn lên! bổng nhiên ta lại nhớ<
>Bởi ta yêu và ta nhớ một người<
>Là cái người vừa chớm tuổi đôi mươi<
>Ôi ta nhớ... đến nụ cười Cô ấy<
>Này nỗi nhớ! cớ sao là như vậy<
>Sao cứ thương là phải nhớ ngập lòng<
>Có thể nào, đừng nhớ có được không?<
>Ta mệt mỏi... ta đắng lòng lung lắm<
>Nếu không nợ! xin người đừng đeo bám<
>Để ta yên những ngày tháng trên đời<
>Để đêm nằm, thổn thức gọi em ơi?<
>Người Con gái... một thời ta lỡ biết<
>Này nỗi nhớ! thà rằng người mắng nhiếc<
>Đừng theo ta gây thất thiệt hao gầy<
>Từ bây giờ, xin vĩnh biệt người đây?<
>Để hết nhớ... hết đong đầy nỗi nhớ<
>Sao cứ yêu! là ta hoài trăn trở<
>Nghĩ về thôi đã vụn vỡ trong lòng<
>Ta nhớ người, nỗi nhớ cứ mênh mông<
>Như Biển cả...<
>Bềnh bồng... vương bến nhớ...!!?<
>Xuân Sơn",https://www.facebook.com/groups/486407735098594/,4,2
Vẫn là thơ sông Lam,Tạ Thăng Hùng,bảy chữ,,"Sông Lam nỗi nhớ<
>Sông Lam chảy vào lòng nỗi nhớ<
>Cánh buồn nâu soi dòng nước trong xanh<
>Câu hò ngân trong gió thổi mát lành<
>Bình minh đợi đò ai nghiêng nón trắng<
>Sông tha thiết bao phù sa chở nặng<
>Chở nghĩa tình xứ Nghệ yêu thương<
>Khi chiều buông sông lấp lánh lạ thường<
>Đêm dát bạc lòng ai nào ngủ được<
>Nghe câu ví xôn xao bờ sông nước<
>Lung linh soi một thoáng thành Vinh<
>Gian khó bên nhau, làng xóm nghĩa tình<
>Chia ngụm nước chia củ khoai củ sắn<
>Sông xanh mát ru gió Lào cát trắng<
>Nên vỗ bờ nghe ngọt lịm ca dao<
>Khúc tình ca xứ Nghệ ngọt ngào<
>Ôi sâu lắng, một lần nghe nhớ mãi<
>Nơi bến đợi những chàng trai cô gái<
>Hẹn hò rồi nói giận mà thương<
>Sông rưng rưng ngày tạm biệt lên đường<
>Bên bồi lở mỏi mòn sông chờ đợi<
>Sông Lam chảy dịu dàng vời vợi<
>Như mẹ hiền như tha thiết tình cha<
>Ruộng đồng ơi, làng mặc, bãi bờ xa<
>Yêu biết mấy dòng sông Lam xứ Nghệ...",https://www.facebook.com/groups/486407735098594/,3,2
Lỡ Hẹn Với Tháng Năm,Bùi Thắng,bảy chữ,,"(Một chút hương vị tháng Năm dành cho tuổi học trò).<
>Anh đành thôi, lỡ hẹn với tháng Năm<
>Không cùng em trở về thăm trường cũ.<
>Bụi thời gian phủ mờ trên lối nhỏ<
>Kỷ niệm xưa sau những tháng năm dài.<
>Chẳng trách gì nhau chuyện đúng hay sai<
>Dòng đời vốn chia đôi, nhiều ngả rẽ.<
>Tháng Năm xưa chúng mình ai cũng trẻ<
>Đều giữ riêng một sắc phượng trong tay.<
>Góc sân trường vẫn nắng trải đầy vơi<
>Ve vẫn hát những mùa xưa vụng dại.<
>Lời hẹn cũ xin một lần khép lại<
>Để trường xưa nguyên vẹn một khung trời.<
>Cứ mỉm cười cho ký ức xa xôi<
>Dẫu chẳng thể cùng nhau về chốn ấy.<
>Tháng Năm ơi, xin ngủ yên như vậy<
>Tuổi hoa niên… còn đọng mãi trong đời!<
>Tháng 5/2026",https://www.facebook.com/groups/486407735098594/,13,0
Gửi Mẹ Yêu,Trần Thành Cát,bảy chữ,,"~18 ƠN SINH THÀNH<
>Đau đớn nào bằng nỗi đau sinh con!<
>Phúc cho ai vẫn còn đủ cha mẹ<
>Cho đến ngày ra đi trong lặng lẽ,<
>Vẫn trọn đời mạnh mẽ sống vì con.<
>Ngày hôm qua nụ cười đó vẫn còn,<
>Mà giờ đây héo mòn trong nghiệt ngã.<
>Sao mẹ nỡ bỏ con đi vội vã?<
>Ơn sinh thành con biết trả cho ai?<
>Con ngồi đây thương tiếc một thi hài,<
>Mẹ nằm đó trong quan tài tĩnh lặng.<
>Còn lại gì sau vô vàn cay đắng?<
>Hết nhọc nhằn tay trắng bước sang ngang.<
>Bên mẹ cha an nghỉ chốn suối vàng,<
>Dẫu ra đi trong muôn vàn tiếc nuối.<
>Đây người thân, bạn bè, giây phút cuối.<
>Mẹ yên lòng về cội thật bình an.<
>Hương đã thắp rồi Hương cũng sẽ tàn.<
>Kiếp phong Trần, ly tan hằng vĩnh viễn<
>Nhưng công ơn sinh thành là vô biên.<
>Nguyện nhớ mãi, mẹ hiền - con yêu dấu!<
>Translation:<
>~18 THE GIFT OF LIFE<
>No torment is greater than the pain of giving birth!<
>Blessed are those who are still graced with both parents.<
>Until the day they depart quietly,<
>Still devoting their whole lives to living in strength for their children.<
>Yesterday, that smile was just here,<
>But now it withers in harsh sorrow.<
>Why did you leave me so suddenly, Mother?<
>To whom can I ever repay the gift of life?<
>Here I sit, mourning your mortal form,<
>As you lie there within a silent coffin.<
>What remains after so much bitterness?<
>All hardship ends when one crosses over with empty hands.<
>You now rest in the golden realm among our ancestors,<
>Though you left us with countless regrets.<
>Here in these final moments, with our loved ones and friends,<
>Rest in peace as you return to the origin.<
>The incense has been lit, yet it too will fade.<
>Life in this mortal world ends in eternal sparting<
>But a mother’s gift of life is boundless.<
>I vow to forever remember you, my kind mother - your beloved child!",https://www.facebook.com/groups/486407735098594/,3,1
Hải Phòng Hôm Nay,Bùi Thị Huệ,bảy chữ,,"Thơ Bùi thị Huệ<
>Người đã đi rồi không biết hôm nay<
>Hải Phòng ta đã thay đổi từng ngày<
>Ngày hôm nay bên bờ sông Tam bạc<
>Phượng nở đỏ,dòng người ôi bát ngát<
>Tháng 5 về,hội hoa phượng hôm nay<
>Cờ đỏ sao vàng phấp phới tung bay<
>Dải trung tâm diễu hành các lực lượng<
>Hội hoa phượng ấn tượng nhất Hải Phòng<
>Giữa trung tâm Tướng Bà chỉ tầng không<
>Màn pháo hoa rực hồng mầu hoa phượng<
>Như xuân về tết lại đến hôm nay<
>Vui mùa xuân không quên nhớ những ngày<
>Thế kỷ trước bao máu xương đã đổ<
>Nhuốm mầu cờ,thêm sắc phượng hôm nay<
>Tự hào thành phố tên một loài hoa",https://www.facebook.com/groups/486407735098594/,1,0
Happy Mother Day Mẹ Yêu Của Con Và Mẹ Của Mấy Đứa Con Của Con .,Francis Le,bảy chữ,,"MẸ ƠI..CON YÊU MẸ<
>Ngày con thơ bé mẹ ru câu hát<
>Vai gầy mẹ chở cả những chiều mưa<
>Từng đêm thức trắng lo con đau sốt<
>Mẹ quên riêng mình… chỉ mong con cười.<
>Thời gian lặng lẽ in màu tóc bạc<
>Mà tình mẹ vẫn ấm như ban đầu<
>Con đi muôn hướng giữa dòng đời rộng<
>Vẫn nhớ vòng tay mẹ những đêm sâu…<
>Mẹ ơi… con yêu mẹ nhiều lắm<
>Bao năm qua chưa nói thành lời<
>Dẫu mai con lớn khôn đi khắp chốn<
>Tim vẫn quay về nơi có mẹ thôi.<
>Mẹ ơi… xin cho con được mãi<
>Làm đứa con bé nhỏ ngày nào<
>Để được nép vào lòng mẹ bình yên<
>Nghe yêu thương chảy nhẹ ngọt ngào…<
>Có những lúc con vô tâm im lặng<
>Làm mắt mẹ buồn như lá cuối thu<
>Nhưng trong tim chưa bao giờ con quên<
>Mẹ là ánh trời soi bước con đi.<
>Nếu một mai đời nhiều giông bão<
>Con chỉ cần mẹ gọi: “Về đi…”<
>Bao nhiêu mệt nhoài rồi cũng tan biến<
>Vì còn mẹ… là còn xuân thì.<
>Mẹ ơi… con yêu mẹ nhiều lắm<
>Hơn cả ngàn câu hát trên đời<
>Cảm ơn mẹ vì bao năm lặng lẽ<
>Hy sinh đời mình cho tiếng con cười…<
>Mẹ ơi…<
>Con yêu mẹ!<
>Thơ Nhạc Lê Minh Thuận",https://www.facebook.com/groups/486407735098594/,2,0
